"siteID","sampleID","collectDate","DIC","HCO3","Si","SO4","pH","TPN","Cl","CO3","NO2_N","TPC","UV_Absorbance_280_nm","Fe","DOC","Mn","TSS","TSS_Dry.Mass","K","Ca","TP","F","TOC","TDP","TDS","Mg","ANC","NO3_NO2_N","OrthoP","NH4_N","UV_Absorbance_250_nm","TDN","conductivity","Na","TN","Br","specificConductance"
"CUPE","CUPE.SS.20190912","9/12/19 11:50",29.41,152.41,14.13,4.431,8.25,0.1223,2.3194,0.005,0,0.225,0.0277,5e-04,1.806,5e-04,4,200,0.05,3.765,0.2363,0.005,2.011,0.0097,185.91,27.83,2.62,0.4655,0.044,0.0324,0.0389,0.567,NA,3.251,0.4735,0.005,264.18
"CUPE","CUPE.SS.20190923","9/23/19 12:41",31.89,160.41,14.27,4.53,8.34,0.0856,5.2504,0.005,0,0.2257,0.0352,5e-04,1.561,5e-04,4,200,0.036,5.606,0.266,0.005,2.316,0.0273,210.56,30.12,2.75,0.397,0.002,0.0158,0.0462,0.4692,NA,3.294,0.472,0.005,292.56
"CUPE","CUPE.SS.20190923.2","9/23/19 12:41",NA,NA,NA,NA,8.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,200,NA,NA,0.2547,NA,1.8,NA,NA,NA,2.93,NA,NA,NA,NA,NA,NA,NA,0.4499,NA,298.47
"GUIL","GUIL.SS.20170214","2/14/17 11:54",14.57,67.89,7.9906,4.2617,7.83,0.1073,7.0684,0.005,0.017,0.347,0.0843,0.0084,3.336,0.0071,NA,NA,0.8977,17.504,NA,0.109,NA,0.001,107.69,4.0814,NA,0.589,0.04,0.081,0.1141,0.6582,152.4,5.2221,NA,5e-04,NA
"GUIL","GUIL.SS.20170228","2/28/17 12:25",24.67,113.58,10.76,4.7829,7.87,0.0818,7.3076,0.005,0.014,0.3283,0.0139,5e-04,0.843,0.0071,0,0,0.8969,27.3685,0.0406,0.005,0.7763,0.0365,157.63,6.2622,1.927,0.515,0.035,0.042,0.0218,0.5682,223.65,7.6133,0.5518,0.005,NA
"GUIL","GUIL.SS.20180123","1/23/18 12:15",23.13,120.14,0.36,0.005,7.95,0.1181,13.4,0.005,0.0149,0.3396,0.0211,5e-04,0.6172,5e-04,0,0,1.245,29.586,0.017,0.06,0.5919,0.015,229.5,6.628,2.02,0.7308,0.057,0.0815,0.034,0.9227,228.95,6.335,0.9242,0.005,NA
"GUIL","GUIL.SS.20190319","3/19/19 12:40",25.6,124.53,10.8317,5.316,7.97,0.0847,5.5662,0.005,0,0.2798,0.0158,5e-04,0.9162,5e-04,2,100,0.572,31.4081,0.232,1.8966,1.099,0.0217,173.41,6.45,2.63,0.2037,0.059,0.063,0.025,0.3014,246.96,7.017,0.3938,0.005,NA
"KING","KING.SS.20170207","2/7/17 17:20",81.32,397.85,7.6945,41.2978,7.97,0,1.9172,0.005,0.016,0.2518,0.0128,5e-04,1.1,0.0067,0,0,1.5754,107.75,0.009,0.6038,0.9796,0.001,527.85,21.4335,6.752,0.05,0.031,0,0.0175,0.0913,752.4,6.1807,0.0025,5e-04,NA
"KING","KING.RE.20180207","2/7/18 16:09",123.3,413.11,7.47,38.53,7.27,0.147,11.52,0.005,0.0124,0.6845,0.0241,5e-04,2.301,5e-04,12,600,1.505,107.986,0.007,1.89,2.479,0.006,639.3,27.443,6.92,0.0105,0.032,0.099,0.0408,0.0962,914.6,6.903,0.2469,0.005,NA
"KING","KING.SS.20181204","12/4/18 16:16",81.9,372.15,6.79,44.76,7.93,0.0662,2.07,0.005,0.0526,0.3038,0.0279,5e-04,1.683,5e-04,2,100,0.763,97.351,0.0902,0.67,1.637,0.044,502.43,24.25,6.39,0,0.16,0.0208,0.0428,0.2332,712.38,4.694,0.2156,0.005,NA
"MCDI","MCDI.SS.20170214","2/14/17 16:14",74.09,352.95,4.3767,27.7434,8.04,0.0665,6.9181,0.005,0.016,0.2961,0.0281,5e-04,1.884,0.0024,0,0,2.0599,87.202,0.007,0.2177,1.505,0.003,468.25,19.061,6.058,0.102,0.031,0.138,0.0381,0.1929,667.9,13.3205,0.1831,5e-04,NA
"MCDI","MCDI.SS.20180306","3/6/18 15:35",80.1,342.15,6,30.02,7.39,0.081,9.58,0.005,0.0157,0.3236,0.0163,5e-04,0.9576,5e-04,0,0,2.325,88.171,0.002,0.005,1.021,5e-04,488.2,18.266,6.21,0.1597,0.013,0.0297,0.023,0.18,695.8,11.097,0.1713,0.005,NA
"MCDI","MCDI.SS.20180313","3/13/18 16:15",80.47,372.41,5.83,29.81,7.33,0.1359,8.2,0.005,0.0163,0.3468,0.0168,5e-04,1.389,5e-04,0,0,2.254,97.521,0.054,0.005,1.171,0.053,484.31,18.328,6.11,0.1467,0.049,0.0041,0.026,0.1692,692.5,11.219,0.1832,0.005,NA
"MCDI","MCDI.SS.20180328","3/28/18 15:36",79.13,255.17,5.65,29.86,7.83,0.029,8.03,0.005,0.0171,0.3473,0.0102,5e-04,5.648,5e-04,0,0,1.926,65.619,0.013,0.005,6.012,0.011,492.56,16.976,4.32,0.1402,0.087,0.0037,0.0202,1.095,693.3,7.145,1.376,0.005,NA
"MCDI","MCDI.SS.20190501","5/1/19 19:59",52.11,248.15,4.9908,13.437,8.23,0.0816,6.0558,0.005,0,0.352,0.138,0.1337,5.044,0.001,12,600,2.397,61.2937,0.1281,3.9084,5.032,0.0582,331.28,14.31,4.38,0.4131,0.039,0.0291,0.1986,0.6528,472.39,9.073,0.669,0.005,NA
"MCDI","MCDI.RE.20190507","5/7/19 14:25",28.6,124.58,5.1356,5.385,7.68,0.1443,0.3971,0.005,0,0.3268,0.206,0.0103,8.41,5e-04,184,9200,2.597,28.5863,0.5571,0.5298,9.997,0.1025,154.82,6.39,2.38,0.2841,0.599,0.0597,0.2927,0.7428,218.63,3.27,0.8877,0.005,NA
"MCDI","MCDI.SS.20190513","5/13/19 18:08",60.01,248.15,5.9546,13.158,8.21,0.1549,1.54,0.005,0,0.3135,0.0457,0.0332,3.919,0.003,12,600,2.281,60.766,0.4471,0.005,3.947,0.0699,310.69,12.69,4.73,0.8657,0.06,0.0371,0.0651,1.037,441.69,5.731,1.04,0.005,NA
"MCDI","MCDI.SS.20190515","5/15/19 16:23",62.26,251.21,5.8296,17.4889,8.17,0.1239,0.6694,0.005,0,0.3117,0.0853,5e-04,3.71,5e-04,8,400,2.095,62.0065,0.0551,0.005,3.798,0.0409,315.21,12.93,4.25,0.8726,0.032,0.0093,0.1204,0.9225,449.84,5.938,1.009,0.005,NA
"MCDI","MCDI.RE.20190521","5/21/19 17:12",30.72,84.53,5.4587,16.3762,7.81,0.2526,2.0217,0.005,0,0.3765,0.1732,0.0229,6.252,0.002,128,6400,2.031,24.1365,0.5587,0.005,7.395,0.07,125.07,4.962,1.45,0.1891,0.081,0.0618,0.2434,0.5554,178.32,2.285,0.6863,0.005,NA
"LECO","LECO.SS.20170110","1/10/17 15:30",1.397,5.75,3.38,2.07,7.03,0.0792,0.8,0.005,0.014,0.2797,0.0464,0,0.7277,0,0,0,0.33,1.77,0,5e-04,0.7097,0,11.95,0.44,0.16,0.222,0.033,0.013,0.0515,0.2849,17.2,1.01,0.349,0,NA
"LECO","LECO.SS.20170123","1/23/17 15:30",0.6502,7.18,1.745,0.8433,6.29,0.1297,0,0.005,0.011,0.9306,0.0362,0.086,2.886,0.0026,16,400,0.7113,1.4949,0.004,0.109,3.442,0.001,11.01,0.432,0.121,0.561,0.034,0,0.0643,0.626,15.6,0.6232,0.6421,5e-04,NA
"LECO","LECO.SS.20180206","2/6/18 16:00",1.018,10.75,2.9,1.88,6.61,0.1214,11.22,0.005,0.0134,0.3575,0.0241,5e-04,0.8048,5e-04,2,100,0.352,6.496,0.001,0.005,0.8369,5e-04,13.7,0.751,0.22,0.2494,0.017,0.1271,0.034,0.3056,20.4,3.221,0.324,0.005,NA
"LECO","LECO.SS.20180227","2/27/18 15:00",1.107,1.72,2.57,1.61,6.61,0.1097,3.08,0.005,0.0148,0.6835,0.0245,5e-04,0.704,5e-04,0,0,0.25,1.368,0.002,0.005,0.862,5e-04,16.3,0.301,0.04,0.2188,0.009,7e-04,0.0338,0.2734,22.31,1.149,0.2822,0.005,NA
"LECO","LECO.SS.20190305","3/5/19 16:05",1.16,4.09,3.0456,1.557,6.4,0.0858,0.9119,0.005,0.0393,0.4901,0.0294,5e-04,0.8188,5e-04,8,400,0.22,1.2591,0.177,0.005,0.711,0.0139,9.02,0.274,0.09,0.1591,0.084,0.1052,0.0612,0.2131,12.75,0.805,0.2365,0.005,NA
"LECO","LECO.SS.20190311","3/11/19 16:04",1.137,1.85,2.5729,1.701,7.52,0.0745,2.3364,0.005,0.0389,0.6504,0.0088,5e-04,2.567,5e-04,2,100,0.235,1.419,0.315,0.005,0.6756,0.0119,9.95,0.3,0.05,0.2332,0.038,0.1189,0.0168,0.3386,14.08,0.664,0.1051,0.005,NA
"LECO","LECO.SS.20190325","3/25/19 15:16",2.389,16.54,3.5327,1.338,7.51,0.0853,1.1117,0.005,0,0.3671,0.009,5e-04,1.541,5e-04,2,100,0.367,2.441,0.049,0.005,0.7004,0.0112,25.01,1.369,0.37,0.1376,0.036,0.0044,0.015,0.2555,35.69,2.178,0.2604,0.005,NA
"WALK","WALK.SS.20171114","11/14/17 17:49",30.65,152.68,0.23,3.98,7.82,0.0652,2.32,0.005,0.0249,0.3102,0.0122,5e-04,0.6323,5e-04,2,100,0.241,27.871,0.012,0.005,0.6344,0.01,183.3,13.779,2.69,0.0244,0.01,0.1084,0.0162,0,263.4,0.6704,0,0.005,NA
"WALK","WALK.SS.20171114.2","11/14/17 17:49",NA,NA,NA,NA,7.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,100,NA,NA,0.011,NA,0.6035,NA,NA,NA,2.65,NA,NA,NA,NA,NA,275.9,NA,0,NA,NA
"WALK","WALK.SS.20171120","11/20/17 15:34",33.4,173.69,0.23,0,7.83,0.0481,0.72,0.005,0.0154,0.5185,0.0107,5e-04,0.6595,5e-04,2,100,0.243,31.278,0.029,0.48,0.6729,0.02,201.9,15.083,2.91,0.0216,0.004,0,0.017,0,286.7,0.6884,0,0.005,NA
"WALK","WALK.SS.20181217","12/17/18 13:21",23.24,121.92,3.94,1.95,7.93,0.1622,1.51,0.005,0.0511,0.3231,0.0034,5e-04,1.341,5e-04,0,0,5e-04,19.795,0.0125,0.005,0.5811,0.003,144.21,12.75,2.22,0,0,0,0.0083,0,207.41,0.324,0,0.005,NA
"WALK","WALK.SS.20191202","12/2/19 14:47",12.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0342,NA,NA,NA,NA,NA
"BLWA","BLWA.C0.20170112","1/12/17 18:16",16.03,127.68,2.2606,65.8,7.96,0.0796,5.87,0.005,0.015,0.3245,0.0828,0.059,3.237,0.002,0,0,3.63,25.18,0.003,5e-04,5.503,0.002,251.61,10.83,2.46,0.318,0.035,0,0.1112,0.5426,362.1,32.44,0.6959,0,NA
"BLWA","BLWA.C0.20170124","1/24/17 19:10",16.12,142.97,2.6829,22.4882,7.51,0.071,21.3513,0.005,0,0.2535,0.0714,0.2919,3.392,0.0028,56,1400,2.921,22.5729,0.006,0.1377,3.725,0.004,276.54,10.5834,2.379,0.321,0.033,0.15,0.1046,0.5501,396.2,31.8289,0.6138,5e-04,NA
"BLWA","BLWA.C0.20170201","2/1/17 18:30",15.88,71.41,2.5524,97.7028,7.41,0.0902,13.6583,0.005,0.026,0.2565,0.0559,0.159,3.253,0.0047,12,300,3.1496,29.4282,0.005,0.131,3.598,0.002,278.42,11.5898,1.201,0.535,0.033,0,0.0833,0.7317,399.5,25.7959,0.7532,5e-04,NA
"BLWA","BLWA.C0.20170215","2/15/17 18:33",13.66,60.15,2.6296,91.5779,7.7,0.0574,12.0694,0.005,0.025,0.2955,0.0772,0.067,3.557,0.0021,8,200,2.9276,28.517,0.003,0.114,3.636,0.001,243.21,11.9285,0.993,0.622,0.034,0.159,0.111,0.7602,345.8,18.339,0.7618,5e-04,NA
"BLWA","BLWA.C0.20170301","3/1/17 16:35",10.73,48.37,2.4637,53.0309,7.68,0.0929,10.091,0.005,0.024,0.3019,0.0615,0.0251,3.455,0.0014,12,12000,2.4988,18.711,0.0352,0.1108,3.721,0.0055,175.64,8.0429,0.869,0.503,0.03,0.047,0.0913,0.6691,247.2,13.0615,0.7879,0.005,NA
"BLWA","BLWA.C0.20170307","3/7/17 19:01",10.47,47.59,2.6323,46.1632,7.84,0.0998,12.6273,0.005,0.012,0.3094,0.0734,0.4835,3.451,0.0021,8,200,1.9939,18.4465,0.007,0.1106,3.502,0.0045,153.6,7.0466,0.865,0.545,0.024,0.126,0.1029,0.7313,220.42,13.7393,0.776,0.005,NA
"BLWA","BLWA.C0.20170322","3/22/17 17:11",10.61,42.843,2.558,52.224,7.38,0.0679,8.7068,0.005,0.021,0.3843,0.0757,0.3754,3.5,0.0026,12,300,1.6347,17.1955,0.009,0.028,3.572,0.002,146.28,7.5724,0.694,0.428,0.024,0.026,0.1061,0.8478,207.45,12.2935,0.9659,0.005,NA
"BLWA","BLWA.C0.20170411","4/11/17 17:27",8.732,52.08,1.7,30.87,7.35,0.1238,5.67,0,0.011,0.2301,0.0592,0.034,3.806,0.003,20,500,1.959,15.556,0.012,0.005,3.988,0.011,114.7,6.274,0.88,0.526,0.024,0.029,0.1001,0.7205,162.7,7.88,0.7431,0.005,NA
"BLWA","BLWA.C0.20170420","4/20/17 18:20",8.128,41.359,3.0398,25.9468,7.35,0.0918,4.6103,0,0.011,0.296,0.0811,0.0361,3.555,5e-04,4,100,1.8085,12.591,0.004,0.005,4.094,0.003,101.27,5.3073,0.699,0.463,0.019,0.032,0.1182,0.6192,143.56,5.7664,0.7504,0.005,NA
"BLWA","BLWA.C0.20170424","4/24/17 18:27",8.639,47.691,2.9798,25.5234,6.99,0.0616,2.7504,0,0.014,0.2597,0.0746,0.0459,3.506,5e-04,4,100,1.858,12.861,0.005,0.005,3.748,0.003,105.39,5.3893,0.882,0.457,0.019,0.021,0.1102,0.6773,153.02,6.4664,0.7382,0.005,NA
"BLWA","BLWA.C0.20170427","4/27/17 12:36",11.83,42.424,2.7637,26.4805,6.45,0.2865,6.6769,0,0.012,0.7187,0.0683,0.0184,0.8383,0.0015,4,100,1.9046,13.816,0.006,0.0792,5.95,0.004,105.94,5.3683,0.796,0.435,0.019,0.079,0.1035,0.1319,154.28,6.8466,0.5702,0.005,NA
"BLWA","BLWA.C0.20170502","5/2/17 13:17",10.37,48.961,2.3916,24.5146,7.46,0.1567,7.6741,0,0.02,0.285,0.0993,0.0266,4.074,5e-04,16,400,2.2221,16.514,0.018,0.0839,4.68,0.0165,112.49,4.7711,0.815,0.584,0.022,0.05,0.1447,0.8474,162.35,6.9525,0.8983,0.005,NA
"BLWA","BLWA.C0.20170516","5/16/17 12:38",7.807,41.673,1.9281,29.7847,7.88,0.059,6.9914,0,0.011,0.3397,0.0627,0.0111,3.135,0.001,24,600,1.8347,13.304,0.014,0.005,3.193,0.0115,105.28,5.5849,0.765,0.291,0.011,0.031,0.0937,0.4815,148.69,7.8027,0.5267,0.005,NA
"BLWA","BLWA.C0.20170523","5/23/17 13:30",9.437,45.23,1.1,35.76,7.61,0.0843,9.36,0,0.017,0.2845,0.0546,5e-04,2.733,5e-04,48,1200,1.935,14.544,0.033,0.005,2.752,0.003,127.4,6.632,0.78,0.217,0.013,0.07,0.0789,0.4265,182.4,10.621,0.472,0.005,NA
"BLWA","BLWA.C0.20170613","6/13/17 18:03",13.29,85.19,1.3986,62.9644,8.05,0.0248,9.2637,0,0.009,0.432,0.0564,5e-04,2.853,5e-04,2,200,2.7746,25.284,0.002,0.005,3.501,5e-04,211.6,11.005,1.46,0.187,0.001,0,0.084,0.4589,303.4,16.595,0.859,0.005,NA
"BLWA","BLWA.C0.20170706","7/6/17 20:18",8.869,47.78,3.2987,27.8649,7.44,0.0756,3.5929,0,0.011,0.2531,0.1003,0.0443,3.98,5e-04,16,1600,2.0259,13.679,0.0216,0.005,4.179,0.001,105.21,5.7891,0.85,0.383,0.046,0.135,0.1438,0.5569,182.8,5.7054,0.6692,0.005,NA
"BLWA","BLWA.C0.20170711","7/11/17 16:50",8.807,46.02,3.111,32.367,7.68,0.0181,3.7889,0,0.006,0.2743,0.0821,0.0152,3.591,5e-04,21,2100,2.0043,14.287,0.0323,0.005,3.79,5e-04,111.69,6.4004,0.781,0.395,0.031,0.168,0.1166,0.6513,193.9,6.1823,0.7402,0.005,NA
"BLWA","BLWA.C0.20170719","7/19/17 15:46",8.436,44.3,3.1038,26.0793,7.66,0.088,5.2331,0,0.007,0.2982,0.084,0.0101,3.951,0.0145,20,2000,1.9892,13.299,0.0738,0.005,4.544,0.001,98.67,5.3057,0.79,0.323,0.025,0,0.1253,0.529,182.7,6.4836,0.6602,0.005,NA
"BLWA","BLWA.C0.20170801","8/1/17 15:06",9.378,48.58,2.9493,32.0955,7.63,0.09,6.6963,0,0.0228,0.2773,0.0823,0.0506,3.867,5e-04,6,300,2.0751,14.929,0.0516,0.005,3.779,0.017,116.4,6.0827,0.95,0.3214,0.04,0.025,0.119,0.5925,209.2,8.5185,0.5724,0.005,NA
"BLWA","BLWA.C0.20170815","8/15/17 20:10",9.329,102.32,2.5239,37.4062,7.55,0.0386,8.6066,0,0.0267,0.3903,0.0734,0.0188,3.623,5e-04,16,800,1.8964,13.717,0.0653,0.005,3.693,0.0032,116.5,6.3054,1.73,0.3339,0.028,0.0364,0.1093,0.5163,165.4,9.6011,0.5838,0.005,NA
"BLWA","BLWA.C0.20171025","10/25/17 19:45",16.05,30.05,0.2,81.32,7.7,0.0957,21.34,0.005,0.0234,0.3277,0.0434,5e-04,3.012,5e-04,12,600,1.719,25.242,0.045,0.005,2.8,0.025,207.4,12.149,0.51,0.2192,0.023,0.1361,0.0721,0.2903,295.2,14.381,0.3901,0.005,NA
"BLWA","BLWA.C0.20171025.2","10/25/17 19:45",NA,NA,NA,NA,7.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,600,NA,NA,0.048,NA,2.916,NA,NA,NA,0.51,NA,NA,NA,NA,NA,292.6,NA,0.3364,NA,NA
"BLWA","BLWA.C0.20171121","11/21/17 21:29",18.12,105.34,0.19,64.75,7.74,0.0392,9.84,0.005,0.0134,0.3068,0.0384,5e-04,2.847,5e-04,2,100,2.839,28.157,0.028,1.15,2.809,0.025,235.8,12.893,1.85,1.2849,0.011,0.1363,0.0631,0.4332,331.8,15.815,0.4643,0.005,NA
"BLWA","BLWA.C0.20171121.2","11/21/17 21:29",NA,NA,NA,NA,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,100,NA,NA,0.027,NA,2.692,NA,NA,NA,1.83,NA,NA,NA,NA,NA,335.9,NA,0.4982,NA,NA
"BLWA","BLWA.C0.20171205","12/5/17 20:00",16.13,71.25,0.18,58.37,7.67,0.0917,10.16,0.005,0.0065,0.2865,0.0451,5e-04,2.56,5e-04,6,300,2.52,24.769,0.028,2.37,2.576,0.024,205.6,11.608,1.187,0.4626,0.012,0.118,0.0673,0.3468,354.2,13.945,0.4061,0.005,NA
"BLWA","BLWA.C0.20171213","12/13/17 20:50",14.66,35.41,0.184,59,7.71,0.0033,18.03,0.005,0.0145,0.2933,0.0525,5e-04,2.544,5e-04,8,400,2.915,23.896,0.032,0.54,2.597,0.029,183.5,9.758,0.623,0.5074,0.012,0.209,0.0806,0.3826,313.8,12.058,0.4241,4.45,NA
"BLWA","BLWA.C0.20180109","1/9/18 21:00",14.1,85.47,0.17,47.88,7.67,0.1146,5.08,0.005,0.0218,0.2906,0.0556,5e-04,2.443,5e-04,4,200,3.134,22.589,0.052,0.005,2.627,0.043,184.7,10.152,1.63,0.6367,0.076,0.1084,0.0819,0.8104,262.41,10.861,0.863,0.005,NA
"BLWA","BLWA.C0.20180124","1/24/18 18:31",8.378,26.57,0.18,22.54,7.4,0.1323,20.07,0.005,0.0241,0.2906,0.0702,0.009,3.07,5e-04,6,300,2.452,13.824,0.006,0.005,3.255,0.005,151.5,5.42,0.51,0.5266,0.042,0.2188,0.1076,0.7717,150.69,6.722,0.8143,0.005,NA
"BLWA","BLWA.C0.20180131","1/31/18 19:05",11.15,81.65,0.19,12.31,7.48,0.1239,2.12,0.005,0.0244,0.3138,0.1278,0.007,4.336,5e-04,20,1000,2.936,19.293,0.052,0.08,4.76,0.048,161.5,3.916,1.57,0.4448,0.071,0.1435,0.1936,0.7627,162.49,5.622,0.8231,0.005,NA
"BLWA","BLWA.C0.20180215","2/15/18 20:37",9.504,2.14,2.48,31.59,7.17,0.1082,29.84,0.005,0.0159,0.3136,0.0967,0.005,3.851,5e-04,42,2100,1.717,14.288,0.002,0.005,4.419,0.001,137.4,5.392,0.05,0.4618,0.056,0.1235,0.1397,0.5923,195.1,7.787,0.6603,0.005,NA
"BLWA","BLWA.C0.20180222","2/22/18 21:10",8.274,39.11,2.88,28.81,7.1,0.0257,3.83,0.005,0.019,0.2995,0.1202,0.082,2.916,5e-04,24,1200,1.582,12.159,0.001,0.43,3.151,5e-04,13.2,4.941,0.73,0.591,0.071,0.1412,0.159,0.7396,18.7,7.082,0.8002,0.005,NA
"BLWA","BLWA.C0.20180305","3/5/18 15:10",9.34,42.69,3.05,37.81,6.83,0.0958,9.79,0.005,0.0222,0.3061,0.06,0.007,2.629,5e-04,4,200,1.969,16.141,0.019,0.005,2.771,0.017,145.7,6.5,0.81,0.6642,0.011,0,0.0884,0.8375,206.4,8.663,0.8828,0.005,NA
"BLWA","BLWA.C0.20180308","3/8/18 16:40",10.2,47.96,2.89,39.36,7.06,0.0842,10.59,0.005,0.0236,0.2974,0.0541,0.004,2.742,5e-04,8,400,1.966,17.026,0.031,0.005,2.915,0.029,145.3,6.917,0.81,0.5852,0.009,0,0.0797,0.834,208.9,9.312,0.8617,0.005,NA
"BLWA","BLWA.C0.20180322","3/22/18 14:40",8.789,41.02,3.08,33.75,7.13,0.1025,9.25,0.005,0.019,0.2656,0.0665,0.013,2.682,5e-04,8,400,1.769,14.669,0.004,0.005,2.885,0,130.59,6.13,0.72,0.5529,0.042,0,0.0996,0.7041,184.5,8.422,0.7514,0.005,NA
"BLWA","BLWA.C0.20180327","3/27/18 19:23",10.31,39.61,2.93,40.3,7.43,0.1445,8.36,0.005,NA,0.2959,0.0298,5e-04,6.943,5e-04,8,400,1.695,17.003,0.005,0.005,6.906,0,156.99,6.957,0.72,0.5444,0.114,NA,0.0537,1.647,223.6,6.222,1.76,0.37,NA
"BLWA","BLWA.C0.20180410","4/10/18 19:56",8.969,29.11,2.2262,34.8024,6.94,0.1089,13.0081,0.005,0.0156,0.3048,0.0609,0.0194,3.068,5e-04,12,600,1.5934,15.1331,0.3438,0.005,3.265,0.0283,143.9,5.8041,0.58,0.4387,0.063,0,0.0927,0.6524,203.4,6.7079,0.7771,0.005,NA
"BLWA","BLWA.C0.20180412","4/12/18 19:40",9.617,35.08,2.1637,33.4332,7.31,0.1047,12.1342,0.005,0.0179,0.3154,0.0736,0.0295,3.318,5e-04,8,400,1.6577,16.5273,0.1866,0.005,3.437,0.0131,141.8,5.7164,0.62,0.4024,0.064,0.0013,0.1103,0.6465,198.8,6.1882,0.752,0.005,NA
"BLWA","BLWA.C0.20180417","4/17/18 18:59",11.16,39.62,1.8833,52.0215,6.87,0.1265,9.5326,0.005,0.0204,0.3492,0.0061,0.0105,2.772,5e-04,64,3200,1.9321,18.6522,0.2166,0.005,2.809,0.0145,170.2,7.7813,0.73,0.5561,0.034,0.0422,0.01,0.7799,242.7,8.3774,0.8736,0.005,NA
"BLWA","BLWA.C0.20180502","5/2/18 15:30",7.852,15.79,2.523,33.7161,7.52,0.1428,6.4444,0.005,0.0196,0.276,0.0602,5e-04,3.278,5e-04,14,700,1.3752,13.2018,0.002,0.005,3.294,5e-04,102.35,5.5856,0.31,0.3514,0.017,0.0638,0.0947,0.6985,147.9,4.884,0.7577,0.005,NA
"BLWA","BLWA.C1.20180515","5/15/18 19:28",8.511,12.11,1.9736,28.7982,7.94,0.0835,10.6866,0.005,0.0181,0.3121,0.0592,5e-04,2.84,5e-04,2,100,1.5101,6.254,0.006,0.005,2.606,5e-04,103.27,4.8941,0.228,0.2408,0.03,0.0591,0.0835,0.514,145.9,5.002,0.6365,0.005,NA
"BLWA","BLWA.C2.20180515","5/15/18 20:00",8.483,20.56,2.0066,28.8164,7.62,0.0952,5.2553,0.005,0.0189,0.2812,0.0578,5e-04,2.645,5e-04,4,200,1.4849,6.524,0.1442,0.005,2.956,0.0171,101.91,4.8872,0.446,0.2868,0.018,0.0195,0.084,0.5866,144.1,4.964,0.672,0.005,NA
"BLWA","BLWA.C0.20180530","5/30/18 17:04",9.28,326.08,19.2546,2.4107,7.11,0.105,0.36,0.005,0.0231,0.2981,0.0496,5e-04,2.685,0.0076,16,800,7.4716,66.5285,0.0633,2.9987,2.575,0.001,112.61,16.6942,5.647,0.2099,0.02,0.0532,0.0775,0.5437,159.42,11.0549,0.6151,0.005,NA
"BLWA","BLWA.C0.20180618","6/18/18 16:05",9.56,41.56,3.2236,36.42,7.82,0.121,10.5245,0.005,0.0284,0.2929,0.0578,5e-04,2.837,5e-04,4,200,1.475,14.5164,0.0392,0.005,2.671,0.0012,121.856,7.15,0.71,0.1274,0.02,0.0264,0.084,0.2613,174.08,8.98,0.3103,0.005,NA
"BLWA","BLWA.C0.20180709","7/9/18 17:04",17.18,77.24,2.29,89.31,7.6,0.1074,16.5806,0.005,0.0181,0.2972,0.0457,5e-04,2.822,5e-04,10,500,2.062,26.367,0.082,0.005,2.668,5e-04,253.4,16.71,0.73,0.185,0.011,0.008,0.0685,0.4705,362.91,18.92,0.485,0.005,NA
"BLWA","BLWA.C0.20180724","7/24/18 20:55",16.45,80.52,2.22,76.14,7.94,0.0836,8.4771,0.005,0.021,0.3001,0.0527,5e-04,2.718,5e-04,0,0,2.107,23.897,0.051,0.005,2.626,5e-04,220.1,14.43,1.53,0.1757,0.017,0.0204,0.0826,0.2897,315.84,15.72,0.3572,0.005,NA
"BLWA","BLWA.C0.20180821","8/21/18 19:00",16.33,65.47,3.4809,69.09,7.95,0.0709,19.75,0.005,0.0435,0.3211,0.049,5e-04,2.978,5e-04,14,700,1.658,23.0326,0.0771,0.005,2.884,0.0044,212.39,13.93,1.38,0.0755,0,0.0299,0.0721,0.2743,289.5,18.07,0.3986,0.005,NA
"BLWA","BLWA.C0.20180821.2","8/21/18 19:00",NA,NA,NA,NA,7.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,700,NA,NA,0.0717,NA,2.861,NA,NA,NA,1.26,NA,NA,NA,NA,NA,290.6,NA,0.4079,NA,NA
"BLWA","BLWA.C0.20180910","9/10/18 18:45",16.59,71.65,3.3244,53.73,7.75,0.1237,16,0.005,0.0256,0.4348,0.0653,5e-04,3.627,5e-04,8,400,2.482,20.8163,0.003,0.005,3.973,5e-04,195.58,11.48,1.25,0.0222,0.062,0.0094,0.0988,0.2193,278.56,16.36,0.4226,0.93,NA
"BLWA","BLWA.C0.20180910.2","9/10/18 18:45",NA,NA,NA,NA,7.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,300,NA,NA,0.002,NA,3.91,NA,NA,NA,1.35,NA,NA,NA,NA,NA,277.94,NA,0.4146,NA,NA
